log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
07.14.2025,250700696,2025-07-14 19:44:49,TRAFFIC STOP,SECOND ST & E ST,Traffic Stop,2025-07-14,Traffic Stop
07.14.2025,250700697,2025-07-14 19:57:45,TRAFFIC STOP,D ST & DURWARD WAY,Traffic Stop,2025-07-14,Traffic Stop
07.14.2025,250700698,2025-07-14 20:06:40,911 INVEST,2429 ESCALANTE,911 Investigation,2025-07-14,Other
07.14.2025,250700700,2025-07-14 20:16:51,CODE H SUBJ,2086 FOOTHILL BLVD # B; CHASE BANK,5150 Welfare and Institutions Code Subject,2025-07-14,Welfare/Assist
07.14.2025,250700701,2025-07-14 20:53:15,PDOBS,5400 WHEELER AVE; OAK MESA PARK,Police Department Observed Suspicious Circumstances,2025-07-14,Suspicious Circumstances
07.14.2025,250700702,2025-07-14 21:06:48,TRAFFIC STOP,D ST & DOVER AVE,Traffic Stop,2025-07-14,Traffic Stop
07.14.2025,250700703,2025-07-14 21:31:27,DISTURB NOISE,2855 FOOTHILL BLVD # C206,Disturbance - Noise,2025-07-14,Disturbance
07.14.2025,250700704,2025-07-14 22:06:50,PDOBS,EMERALD AVE & FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2025-07-14,Suspicious Circumstances
07.14.2025,250700705,2025-07-14 22:43:07,TRAFFIC STOP,FRUIT ST & BOWDOIN ST,Traffic Stop,2025-07-14,Traffic Stop
07.14.2025,250700707,2025-07-14 23:02:09,PDOBS,2120 FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2025-07-14,Suspicious Circumstances
07.14.2025,250700708,2025-07-14 23:27:35,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-07-14,Traffic Stop
07.14.2025,250700710,2025-07-14 23:33:51,DISTURB NOISE,2421 FOOTHILL BLVD # 26G,Disturbance - Noise,2025-07-14,Disturbance
07.15.2025,250700713,2025-07-15 01:38:46,TRAFFIC STOP,BONITA AVE & WHEELER AVE,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700714,2025-07-15 01:51:59,TRAFFIC STOP,ARROW & ARTESIAN,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700715,2025-07-15 04:14:50,PDOBS,2620 FIRST ST; CITY YARDS,Police Department Observed Suspicious Circumstances,2025-07-15,Suspicious Circumstances
07.15.2025,250700716,2025-07-15 05:58:21,CODE H SUBJ,3102 D ST; BONITA HIGH SCHOOL,5150 Welfare and Institutions Code Subject,2025-07-15,Welfare/Assist
07.15.2025,250700717,2025-07-15 06:57:48,WELFARE CHECK,3175 BOLLING AVE; LAS FLORES PARK,Welfare Check,2025-07-15,Welfare/Assist
07.15.2025,250700718,2025-07-15 08:43:24,911 INVEST,1800 WHEELER AVE,911 Investigation,2025-07-15,Other
07.15.2025,250700720,2025-07-15 09:10:44,TRAFFIC STOP,2298 FOOTHILL BLVD # A; THE VITAMIN SHOPPE,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700721,2025-07-15 09:36:57,TRAFFIC STOP,ARROW AND FAIR,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700723,2025-07-15 11:05:02,CODE H SUBJ,3640 D ST; LA VERNE LIBRARY,5150 Welfare and Institutions Code Subject,2025-07-15,Welfare/Assist
07.15.2025,250700725,2025-07-15 12:08:29,TRAFFIC STOP,GAREY AND ARROW,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700726,2025-07-15 12:13:50,ASSIST AGENCY,FOOTHILL BLVD & FALCON ST,Assist Other Agency,2025-07-15,Welfare/Assist
07.15.2025,250700727,2025-07-15 13:13:02,SUSP VEHICLE,FIFTH ST & G ST,Suspicious Vehicle,2025-07-15,Suspicious Vehicle
07.15.2025,250700728,2025-07-15 13:28:00,911 INVEST,2235 SECOND ST,911 Investigation,2025-07-15,Other
07.15.2025,250700729,2025-07-15 13:39:30,DISTURB PERSON,3640 D ST; LA VERNE LIBRARY,Disturbance - Person,2025-07-15,Disturbance
07.15.2025,250700730,2025-07-15 14:20:00,TRAFFIC STOP,FRUIT ST & BASELINE RD,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700731,2025-07-15 14:29:43,TRAFFIC STOP,FOOTHILL BLVD & DAMIEN AVE,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700732,2025-07-15 14:53:27,TRAFFIC STOP,E ST & FIRST ST,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700734,2025-07-15 14:59:54,PETTY THEFT,1479 FOOTHILL BLVD; CVS,Petty Theft,2025-07-15,Petty Theft
07.15.2025,250700733,2025-07-15 15:00:13,TRAFFIC STOP,TOWNE CENTER DR & WHITE AVE,Traffic Stop,2025-07-15,Traffic Stop
07.15.2025,250700735,2025-07-15 15:36:16,TRAFFIC HAZARD,WHEELER AVE & ARROW HWY,Traffic Hazard,2025-07-15,Traffic Enforcement
07.15.2025,250700736,2025-07-15 16:06:42,CODE H SUBJ,BIXBY DR & HEATHER DR,5150 Welfare and Institutions Code Subject,2025-07-15,Welfare/Assist
07.15.2025,250700737,2025-07-15 16:39:51,470 PC FRAUD,1834 ESSEX AVE; LOBBY,Fraud Report,2025-07-15,Fraud
07.15.2025,250700739,2025-07-15 17:54:52,TC HR NON INJ,2204 FOOTHILL BLVD; RUBIOS; LOBBY,Traffic Collision Hit and Run - Non Injuries,2025-07-15,Traffic Collision
07.15.2025,250700740,2025-07-15 18:09:52,470 PC FRAUD,2090 FOOTHILL BLVD; STATER BROS,Fraud Report,2025-07-15,Fraud
07.15.2025,250700747,2025-07-15 19:36:40,594 PC GRAFFITI,3102 D ST; BONITA HIGH SCHOOL,Vandalism - Graffiti,2025-07-15,Vandalism
07.15.2025,250700743,2025-07-15 19:39:27,PETTY THEFT,1600 FOOTHILL BLVD; VONS,Petty Theft,2025-07-15,Petty Theft
07.15.2025,250700746,2025-07-15 19:57:36,AREA CHECK,929 FOOTHILL BLVD; IN MOTION DENTIST,Area Check,2025-07-15,Other
07.15.2025,250700748,2025-07-15 20:47:26,DISTURB PERSON,5621 MANSION CT,Disturbance - Person,2025-07-15,Disturbance
07.15.2025,250700749,2025-07-15 21:08:02,WELFARE CHECK,2541 JASMINE CT,Welfare Check,2025-07-15,Welfare/Assist
07.15.2025,250700750,2025-07-15 21:28:00,DUI,B ST & BONITA AVE,Driving Under the Influence,2025-07-15,Drug/Alcohol
07.15.2025,250700751,2025-07-15 22:13:27,AREA CHECK,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,Area Check,2025-07-15,Other
07.15.2025,250700752,2025-07-15 22:16:07,SUSP VEHICLE,SAINT ANDRES AVE & ALDERSGATE DR,Suspicious Vehicle,2025-07-15,Suspicious Vehicle
07.15.2025,250700755,2025-07-15 23:54:23,ASSIST AGENCY,2317 WASHINGTON AVE,Assist Other Agency,2025-07-15,Welfare/Assist
07.16.2025,250700756,2025-07-16 05:02:54,TRAFFIC STOP,2100 D ST,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700757,2025-07-16 05:27:17,TRAFFIC STOP,2100 D ST,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700758,2025-07-16 05:47:08,CODE H SUBJ,931 BASELINE RD; KIDDIE ACADEMY,5150 Welfare and Institutions Code Subject,2025-07-16,Welfare/Assist
07.16.2025,250700761,2025-07-16 08:02:03,911 INVEST,2422 SEGOVIA,911 Investigation,2025-07-16,Other
07.16.2025,250700762,2025-07-16 08:36:55,SUSP SUBJ,1600 FOOTHILL BLVD; VONS,Suspicious Subjects,2025-07-16,Suspicious Subjects
07.16.2025,250700765,2025-07-16 08:42:10,CITIZEN ASST,4721 HALAGA CIR,Citizen Assist,2025-07-16,Welfare/Assist
07.16.2025,250700763,2025-07-16 08:49:36,TRAFFIC HAZARD,FOOTHILL BLVD & IS210,Traffic Hazard,2025-07-16,Traffic Enforcement
07.16.2025,250700770,2025-07-16 10:03:05,TRAFFIC STOP,ARROW HWY & A ST,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700772,2025-07-16 10:07:17,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700773,2025-07-16 10:17:55,TRAFFIC STOP,E ST & FIRST ST,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700774,2025-07-16 10:34:02,TRAFFIC STOP,E ST & SECOND ST,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700775,2025-07-16 10:38:25,CITE SIGN OFF,2061 THIRD ST; LVPD; LOBBY,Citation Sign Off,2025-07-16,Other
07.16.2025,250700779,2025-07-16 11:35:01,459PC BURGLARY,1915 THIRD ST; ULV WOODY HALL,Burglary,2025-07-16,Burglary
07.16.2025,250700778,2025-07-16 11:42:09,TRAFFIC STOP,FOOTHILL BLVD & DAMIEN AVE,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700781,2025-07-16 12:12:07,DRUG ACTIVITY,2320 FOOTHILL BLVD # C; JIMMY JOHNS,Drug Activity,2025-07-16,Drug/Alcohol
07.16.2025,250700782,2025-07-16 12:23:33,TRAFFIC STOP,BASELINE RD & ESPERANZA DR,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700783,2025-07-16 12:49:25,CODE H SUBJ,2229 FOOTHILL BLVD; AMAZON FRESH,5150 Welfare and Institutions Code Subject,2025-07-16,Welfare/Assist
07.16.2025,250700784,2025-07-16 12:56:38,CITE SIGN OFF,2061 THIRD ST; LVPD,Citation Sign Off,2025-07-16,Other
07.16.2025,250700785,2025-07-16 13:10:03,GTA IP/JO,BONITA AVE & D ST;LOBBY,Grand Theft Auto In Progress / Just Occurred,2025-07-16,Grand Theft
07.16.2025,250700786,2025-07-16 13:11:05,TRESPASS,6300 COUNTRY CLUB DR; SIERRA LA VERNE,Trespassing,2025-07-16,Trespass/Solicitor
07.16.2025,250700787,2025-07-16 13:53:32,TRAFFIC STOP,MIRAMONTE DR & ARROW HWY,Traffic Stop,2025-07-16,Traffic Stop
07.16.2025,250700788,2025-07-16 13:54:29,ABAND VEH,6815 CANTERWOOD RD,Abandoned Vehicle,2025-07-16,Parking
07.16.2025,250700789,2025-07-16 14:08:59,PETTY THEFT,2510 FOOTHILL BLVD,Petty Theft,2025-07-16,Petty Theft
07.16.2025,250700790,2025-07-16 14:16:18,DRUG ACTIVITY,1473 FOOTHILL BLVD; REBIRTH GYM,Drug Activity,2025-07-16,Drug/Alcohol
07.16.2025,250700791,2025-07-16 14:26:13,SUSP CIRCS,2172 VIRGINIA AVE;VIA 10-21,Suspicious Circumstances,2025-07-16,Suspicious Circumstances
07.16.2025,250700803,2025-07-16 14:49:02,653M PC,3530 DAMIEN AVE # 194,Threatening / Annoying Phone Calls,2025-07-16,Threatening Calls
07.16.2025,250700794,2025-07-16 16:39:15,GTARPT,2552 FOOTHILL BLVD # 220,Grand Theft Auto Report,2025-07-16,Grand Theft
07.16.2025,250700796,2025-07-16 16:47:52,SUSP SUBJ,2755 ARROW HWY; KINGSWAY GARDENS MOBILE HOMES,Suspicious Subjects,2025-07-16,Suspicious Subjects
07.16.2025,250700797,2025-07-16 17:33:52,CODE H SUBJ,1181 FOOTHILL BLVD; STARBUCKS WEST,5150 Welfare and Institutions Code Subject,2025-07-16,Welfare/Assist
07.16.2025,250700799,2025-07-16 18:02:49,CODE H SUBJ,1479 FOOTHILL BLVD; CVS,5150 Welfare and Institutions Code Subject,2025-07-16,Welfare/Assist
07.16.2025,250700805,2025-07-16 18:45:59,CITIZEN ASST,4721 HALAGA CIR,Citizen Assist,2025-07-16,Welfare/Assist
07.16.2025,250700801,2025-07-16 19:43:13,ASSIST AGENCY,1479 FOOTHILL BLVD; CVS,Assist Other Agency,2025-07-16,Welfare/Assist
07.16.2025,250700802,2025-07-16 20:02:49,FIGHT IP/JO,3580 D ST; SKATE PARK,Fight In Progress / Just Occurred,2025-07-16,Fight
07.16.2025,250700804,2025-07-16 20:45:59,AREA CHECK,3982 TURQUOISE LN,Area Check,2025-07-16,Other
07.16.2025,250700806,2025-07-16 20:57:26,WELFARE CHECK,2315 FOOTHILL BLVD; PANERA BREAD,Welfare Check,2025-07-16,Welfare/Assist
07.16.2025,250700808,2025-07-16 21:01:08,PETTY THEFT,2090 FOOTHILL BLVD; STATER BROS,Petty Theft,2025-07-16,Petty Theft
07.16.2025,250700807,2025-07-16 21:07:07,WELFARE CHECK,4690 CANYON PARK LN,Welfare Check,2025-07-16,Welfare/Assist
07.16.2025,250700809,2025-07-16 21:23:30,WELFARE CHECK,MORENO AVE & SONORA ST,Welfare Check,2025-07-16,Welfare/Assist
07.16.2025,250700810,2025-07-16 21:46:16,TRAFFIC HAZARD,ARROW HWY & E ST,Traffic Hazard,2025-07-16,Traffic Enforcement
07.16.2025,250700812,2025-07-16 21:53:46,AREA CHECK,2705 SIERRA WAY,Area Check,2025-07-16,Other
07.16.2025,250700811,2025-07-16 22:02:56,WELFARE CHECK,3800 BRADFORD ST # 140,Welfare Check,2025-07-16,Welfare/Assist
07.16.2025,250700813,2025-07-16 22:30:42,CITIZEN ASST,2108 BLOSSOM LN; LOBBY,Citizen Assist,2025-07-16,Welfare/Assist
07.16.2025,250700814,2025-07-16 22:53:37,SUSP SUBJ,1275 FOOTHILL BLVD; LA FITNESS,Suspicious Subjects,2025-07-16,Suspicious Subjects
07.16.2025,250700815,2025-07-16 23:23:08,DISTURB PERSON,2717 ARROW HWY # 51,Disturbance - Person,2025-07-16,Disturbance
07.16.2025,250700817,2025-07-16 23:42:30,911 INVEST,1701 EARHART CT; MARMAN INDUSTRIES,911 Investigation,2025-07-16,Other
07.16.2025,250700816,2025-07-16 23:50:19,SUSP SUBJ,2546 MONO CIR,Suspicious Subjects,2025-07-16,Suspicious Subjects
07.17.2025,250700818,2025-07-17 00:06:34,AREA CHECK,2105 FOOTHILL BLVD # A; YOGURTLAND,Area Check,2025-07-17,Other
07.17.2025,250700819,2025-07-17 00:40:36,SUSP VEHICLE,5563 RIDGEVIEW DR,Suspicious Vehicle,2025-07-17,Suspicious Vehicle
07.17.2025,250700822,2025-07-17 05:20:27,ILLEGAL PARKER,SUN ROSE ST & SAN DIMAS CANYON RD,Illegal Parking,2025-07-17,Parking
07.17.2025,250700824,2025-07-17 07:12:47,SUSP CIRCS,EMERALD AVE & FOOTHILL BLVD,Suspicious Circumstances,2025-07-17,Suspicious Circumstances
07.17.2025,250700825,2025-07-17 07:40:21,AREA CHECK,BASELINE RD & WHEELER AVE,Area Check,2025-07-17,Other
07.17.2025,250700826,2025-07-17 08:20:08,SUSP SUBJ,C ST & SECOND ST,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700829,2025-07-17 09:09:38,AREA CHECK,E ST & ARROW HWY,Area Check,2025-07-17,Other
07.17.2025,250700827,2025-07-17 09:13:30,CODE H SUBJ,1479 FOOTHILL BLVD; CVS,5150 Welfare and Institutions Code Subject,2025-07-17,Welfare/Assist
07.17.2025,250700828,2025-07-17 09:15:55,CODE H SUBJ,2462 FOOTHILL BLVD; TARGET,5150 Welfare and Institutions Code Subject,2025-07-17,Welfare/Assist
07.17.2025,250700835,2025-07-17 10:46:00,CITIZEN ASST,1289 OAK RIDGE DR,Citizen Assist,2025-07-17,Welfare/Assist
07.17.2025,250700832,2025-07-17 10:52:08,SUSP VEHICLE,828 MARIA AVE,Suspicious Vehicle,2025-07-17,Suspicious Vehicle
07.17.2025,250700833,2025-07-17 11:04:49,SUSP TRANS,2748 THIRD ST,Suspicious Transaction,2025-07-17,Suspicious Activity
07.17.2025,250700838,2025-07-17 11:24:09,470 PC FRAUD,1771 ESSEX AVE; VIA 10-21,Fraud Report,2025-07-17,Fraud
07.17.2025,250700837,2025-07-17 12:11:31,DRUG ACTIVITY,1473 FOOTHILL BLVD; REBIRTH GYM,Drug Activity,2025-07-17,Drug/Alcohol
07.17.2025,250700839,2025-07-17 12:54:18,SOLICITOR,4740 CHAMBER AVE,Solicitor,2025-07-17,Trespass/Solicitor
07.17.2025,250700848,2025-07-17 13:04:22,SOLICITOR,3800 BRADFORD ST; TWIN OAKS MOBILE HOMES,Solicitor,2025-07-17,Trespass/Solicitor
07.17.2025,250700840,2025-07-17 13:11:43,MISSING ADULT,2855 FOOTHILL BLVD # G302,Missing Adult,2025-07-17,Other
07.17.2025,250700842,2025-07-17 13:19:50,CODE H SUBJ,2909 ARROW HWY # 92,5150 Welfare and Institutions Code Subject,2025-07-17,Welfare/Assist
07.17.2025,250700860,2025-07-17 13:56:09,DISTURB SUBJS,2523 PRICE DR,Disturbance - Subjects,2025-07-17,Disturbance
07.17.2025,250700846,2025-07-17 14:07:18,THEFT MAIL,FULTON RD & EIGHTH ST,Mail Theft,2025-07-17,Theft
07.17.2025,250700862,2025-07-17 14:08:29,SUSP SUBJ,1217 CHARMONT RD,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700847,2025-07-17 14:19:08,SUSP SUBJ,WINFIELD AVE & COLLEGE LN,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700854,2025-07-17 14:25:35,TRAFFIC HAZARD,FOOTHILL BLVD & DAMIEN AVE,Traffic Hazard,2025-07-17,Traffic Enforcement
07.17.2025,250700853,2025-07-17 15:00:19,CODE H SUBJ,1275 FOOTHILL BLVD; LA FITNESS,5150 Welfare and Institutions Code Subject,2025-07-17,Welfare/Assist
07.17.2025,250700852,2025-07-17 15:29:13,AREA CHECK,1600 BONITA AVE; KUNS PARK,Area Check,2025-07-17,Other
07.17.2025,250700849,2025-07-17 15:36:33,SUSP CIRCS,3332 COBBLESTONE LN,Suspicious Circumstances,2025-07-17,Suspicious Circumstances
07.17.2025,250700851,2025-07-17 16:31:16,TRAFFIC HAZARD,5601 WHEELER AVE; MILLS PARK,Traffic Hazard,2025-07-17,Traffic Enforcement
07.17.2025,250700855,2025-07-17 16:40:32,DISTURB ROAD,FOOTHILL BLVD & WHITE AVE,Disturbance - Road,2025-07-17,Disturbance
07.17.2025,250700859,2025-07-17 17:23:01,SUSP SUBJ,2804 PEYTON RD,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700856,2025-07-17 17:23:16,SUSP SUBJ,C ST & SEVENTH ST,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700861,2025-07-17 17:29:07,WELFARE CHECK,FRUIT ST & FOOTHILL BLVD,Welfare Check,2025-07-17,Welfare/Assist
07.17.2025,250700863,2025-07-17 18:04:49,SOLICITOR,6842 ANGUS DR,Solicitor,2025-07-17,Trespass/Solicitor
07.17.2025,250700864,2025-07-17 18:51:29,CRIMINAL THREAT,3580 D ST; SKATE PARK,CRIMINAL THREAT,2025-07-17,Other
07.17.2025,250700865,2025-07-17 19:14:59,TRAFFIC HAZARD,ARROW HWY & WHITE AVE,Traffic Hazard,2025-07-17,Traffic Enforcement
07.17.2025,250700866,2025-07-17 19:34:18,SOLICITOR,4974 MARSHALL CREEK DR,Solicitor,2025-07-17,Trespass/Solicitor
07.17.2025,250700869,2025-07-17 20:59:46,SUSP SUBJ,6674 COUNTRY CLUB DR,Suspicious Subjects,2025-07-17,Suspicious Subjects
07.17.2025,250700868,2025-07-17 21:09:03,PDOBS,BRYDON RD & GOLDEN HILLS RD,Police Department Observed Suspicious Circumstances,2025-07-17,Suspicious Circumstances
07.17.2025,250700871,2025-07-17 21:54:00,DISTURB SUBJS,2244 FOOTHILL BLVD; CHUZE FITNESS,Disturbance - Subjects,2025-07-17,Disturbance
07.17.2025,250700873,2025-07-17 22:30:14,BATTERY IP/JO,2554 PRICE DR,Battery In Progress / Just Occurred,2025-07-17,Battery
07.17.2025,250700874,2025-07-17 22:50:08,DISTURB PERSON,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,Disturbance - Person,2025-07-17,Disturbance
07.17.2025,250700875,2025-07-17 23:15:52,TRAFFIC STOP,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,Traffic Stop,2025-07-17,Traffic Stop
07.17.2025,250700876,2025-07-17 23:35:22,TRAFFIC STOP,1604 FOOTHILL BLVD; VONS GAS,Traffic Stop,2025-07-17,Traffic Stop
07.17.2025,250700877,2025-07-17 23:44:10,CODE H SUBJ,1566 ARROW HWY; 9SPARTS,5150 Welfare and Institutions Code Subject,2025-07-17,Welfare/Assist
07.18.2025,250700879,2025-07-18 01:14:27,BIKE TRAFFIC,ALESSANDRO AVE & DAMIEN AVE,Bicycle Traffic Stop,2025-07-18,Traffic Enforcement
07.18.2025,250700880,2025-07-18 01:31:31,TRAFFIC HAZARD,YEAGER AVE & WRIGHT AVE,Traffic Hazard,2025-07-18,Traffic Enforcement
07.18.2025,250700881,2025-07-18 02:30:45,CODE H SUBJ,1201 FOOTHILL BLVD; IHOP,5150 Welfare and Institutions Code Subject,2025-07-18,Welfare/Assist
07.18.2025,250700882,2025-07-18 02:42:03,TRAFFIC STOP,FOOTHILL BLVD & IS210,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700883,2025-07-18 02:51:37,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700884,2025-07-18 03:11:48,PDOBS,ARROW HWY & WHEELER AVE,Police Department Observed Suspicious Circumstances,2025-07-18,Suspicious Circumstances
07.18.2025,250700885,2025-07-18 05:18:18,PETTY THEFT RPT,2462 FOOTHILL BLVD; TARGET,Petty Theft Report,2025-07-18,Petty Theft
07.18.2025,250700886,2025-07-18 06:51:15,911 INVEST,919 MAJELLA AVE,911 Investigation,2025-07-18,Other
07.18.2025,250700887,2025-07-18 07:22:44,DISTURB PERSON,DURWARD WAY & D ST,Disturbance - Person,2025-07-18,Disturbance
07.18.2025,250700889,2025-07-18 08:10:26,459PC VEH/BURG,2229 FOOTHILL BLVD; AMAZON FRESH,Vehicle Burglary,2025-07-18,Burglary
07.18.2025,250700888,2025-07-18 08:15:11,911 INVEST,WRIGHT AVE & CORRIGAN CT,911 Investigation,2025-07-18,Other
07.18.2025,250700890,2025-07-18 08:53:24,653M PC,2135 BASELINE RD; LOBBY,Threatening / Annoying Phone Calls,2025-07-18,Threatening Calls
07.18.2025,250700892,2025-07-18 09:03:15,CRIM THRT RPT,2075 ELEVENTH ST,Criminal Threat Report,2025-07-18,Other
07.18.2025,250700891,2025-07-18 09:06:41,SUSP CIRCS,SUN ROSE ST & SAN DIMAS CANYON RD,Suspicious Circumstances,2025-07-18,Suspicious Circumstances
07.18.2025,250700895,2025-07-18 11:14:25,SUSP CIRCS,2727 EIGHTH ST,Suspicious Circumstances,2025-07-18,Suspicious Circumstances
07.18.2025,250700896,2025-07-18 11:16:28,470 PC FRAUD,3530 DAMIEN AVE # 63;LOBBY,Fraud Report,2025-07-18,Fraud
07.18.2025,250700897,2025-07-18 11:41:41,470 PC FRAUD,2175 FOOTHILL BLVD; A AND B BOOKKEEPING SERVICE,Fraud Report,2025-07-18,Fraud
07.18.2025,250700898,2025-07-18 12:03:30,CITIZEN ASST,2055 ELEVENTH ST,Citizen Assist,2025-07-18,Welfare/Assist
07.18.2025,250700899,2025-07-18 13:21:13,SUSP TRANS,2426 FIFTH ST,Suspicious Transaction,2025-07-18,Suspicious Activity
07.18.2025,250700901,2025-07-18 14:46:28,SOLICITOR,AMHERST & STONE CIR,Solicitor,2025-07-18,Trespass/Solicitor
07.18.2025,250700902,2025-07-18 15:43:52,AREA CHECK,BASELINE RD & BIXBY DR,Area Check,2025-07-18,Other
07.18.2025,250700903,2025-07-18 16:20:01,CITIZEN ASST,2090 FOOTHILL BLVD; STATER BROS;LOBBY,Citizen Assist,2025-07-18,Welfare/Assist
07.18.2025,250700904,2025-07-18 16:37:02,CODE H SUBJ,1395 FOOTHILL BLVD,5150 Welfare and Institutions Code Subject,2025-07-18,Welfare/Assist
07.18.2025,250700905,2025-07-18 16:55:05,TRAFFIC STOP,ARROW HWY & D ST,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700906,2025-07-18 17:34:00,AREA CHECK,2098 FOOTHILL BLVD; IN N OUT,Area Check,2025-07-18,Other
07.18.2025,250700916,2025-07-18 17:41:36,PETTY THEFT,1479 FOOTHILL BLVD; CVS PHARMACY,Petty Theft,2025-07-18,Petty Theft
07.18.2025,250700908,2025-07-18 17:42:10,SOLICITOR,2840 EIDER ST,Solicitor,2025-07-18,Trespass/Solicitor
07.18.2025,250700910,2025-07-18 18:53:38,SOLICITOR,AMHERST ST & FRUIT ST,Solicitor,2025-07-18,Trespass/Solicitor
07.18.2025,250700909,2025-07-18 19:01:00,PDOBS,D ST & FIRST ST,Police Department Observed Suspicious Circumstances,2025-07-18,Suspicious Circumstances
07.18.2025,250700912,2025-07-18 19:20:56,AREA CHECK,2330 FOOTHILL BLVD; STAPLES,Area Check,2025-07-18,Other
07.18.2025,250700913,2025-07-18 19:29:40,CODE H SUBJ,1465 FOOTHILL BLVD; RED DEVIL PIZZA,5150 Welfare and Institutions Code Subject,2025-07-18,Welfare/Assist
07.18.2025,250700917,2025-07-18 19:49:03,ASSIST AGENCY,1258 SHADY OAK DR,Assist Other Agency,2025-07-18,Welfare/Assist
07.18.2025,250700915,2025-07-18 20:01:12,PDOBS,2080 FOOTHILL BLVD; VACANT,Police Department Observed Suspicious Circumstances,2025-07-18,Suspicious Circumstances
07.18.2025,250700918,2025-07-18 20:38:25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700919,2025-07-18 20:47:15,TRAFFIC STOP,ARROW HWY & D ST,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700920,2025-07-18 20:57:24,TRAFFIC STOP,3960 FRUIT ST; LUTHERAN HIGH SCHOOL,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700921,2025-07-18 20:59:30,SOLICITOR,809 ALLEN AVE,Solicitor,2025-07-18,Trespass/Solicitor
07.18.2025,250700922,2025-07-18 21:21:52,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-07-18,Traffic Stop
07.18.2025,250700923,2025-07-18 23:11:41,DISTURB PARTY,DAMIEN AVE & GOLETA ST,Disturbance - Party,2025-07-18,Disturbance
07.18.2025,250700924,2025-07-18 23:48:10,CODE H SUBJ,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,5150 Welfare and Institutions Code Subject,2025-07-18,Welfare/Assist
07.19.2025,250700925,2025-07-19 00:36:54,PDOBS,1572 FOOTHILL BLVD; PET FOOD EXPRESS,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700926,2025-07-19 00:52:40,TRAFFIC STOP,WHITE AVE & DURWARD WAY,Traffic Stop,2025-07-19,Traffic Stop
07.19.2025,250700927,2025-07-19 00:57:03,PDOBS,ARROW HWY & CARRION RD,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700928,2025-07-19 01:10:17,TRAFFIC STOP,PARK AVE & FIRST ST,Traffic Stop,2025-07-19,Traffic Stop
07.19.2025,250700929,2025-07-19 01:20:55,PDOBS,FOOTHILL BLVD & CHELSEA DR,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700930,2025-07-19 01:33:18,PDOBS,2325 D ST; SPOONERS,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700931,2025-07-19 02:29:58,PDOBS,2210 D ST; BEVERAGE HOUSE,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700932,2025-07-19 02:53:58,DISTURB PERSON,516 JUNIPER ST,Disturbance - Person,2025-07-19,Disturbance
