log_date,incident,reported,nature,incident_address
04.22.2026,260401353,05:20:51 04/22/26,WELFARE CHECK,2122 E ST
04.22.2026,260401354,05:32:30 04/22/26,PDOBS,2061 THIRD ST; LVPD
04.22.2026,260401356,07:11:19 04/22/26,TRAFFIC STOP,1400 ARROW HWY
04.22.2026,260401357,07:21:42 04/22/26,TRAFFIC STOP,FIRST ST & WHEELER AVE
04.22.2026,260401358,07:34:22 04/22/26,TRAFFIC STOP,FIRST ST & WHITE AVE
04.22.2026,260401361,07:58:27 04/22/26,459PC BURGLARY,1544 FOOTHILL BLVD; SIAMESE RESTAURANT
04.22.2026,260401362,08:25:03 04/22/26,CODE H SUBJ,7311 CALLE ARAGON; RUSTIC CANYON PARK
04.22.2026,260401364,09:01:32 04/22/26,FOUND PROP,BONITA AVE & SAN DIMAS CANYON RD
04.22.2026,260401368,09:46:51 04/22/26,470 PC FRAUD,1328 BONITA AVE; LOBBY
04.22.2026,260401365,09:47:16 04/22/26,TRAFFIC STOP,FOOTHILL BLVD & D ST
04.22.2026,260401366,09:52:21 04/22/26,911 INVEST,1726 ORANGEWOOD ST
04.22.2026,260401367,10:00:27 04/22/26,TRAFFIC STOP,FOOTHILL BLVD & D ST
04.22.2026,260401373,10:19:00 04/22/26,CODE H SUBJ,7311 CALLE ARAGON; RUSTIC CANYON PARK
04.22.2026,260401370,10:19:54 04/22/26,TRAFFIC STOP,FOOTHILL BLVD & D ST
04.22.2026,260401371,10:23:45 04/22/26,TRAFFIC STOP,WHITE AVE & BONITA AVE
04.22.2026,260401375,11:09:03 04/22/26,911 INVEST,TOWNE CENTER DR & WHITE AVE
04.22.2026,260401376,11:09:54 04/22/26,TRAFFIC STOP,2371 FOOTHILL BLVD; PANDA EXPRESS
04.22.2026,260401377,11:21:15 04/22/26,TRAFFIC STOP,2268 FOOTHILL BLVD; ALDI
04.22.2026,260401378,11:24:47 04/22/26,ILLEGAL PARKER,BIXBY DR & BASELINE RD
04.22.2026,260401380,11:41:52 04/22/26,WELFARE CHECK,1209 CANYON VIEW DR
04.22.2026,260401382,12:25:34 04/22/26,CITIZEN ASST,1228 CANYON VIEW DR; LOBBY
04.22.2026,260401381,12:36:29 04/22/26,CITIZEN ASST,1600 BONITA AVE; KUNS PARK
04.22.2026,260401385,13:11:14 04/22/26,CODE H SUBJ,2200 WHEELER AVE; WHEELER PARK
04.22.2026,260401386,13:46:06 04/22/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
04.22.2026,260401388,13:49:07 04/22/26,CODE H SUBJ,1485 FOOTHILL BLVD; FUR TOWN PET SPA
04.22.2026,260401387,13:53:04 04/22/26,TRAFFIC STOP,PATTIGLEN AVE & BONITA AVE
04.22.2026,260401390,15:31:58 04/22/26,911 INVEST,1574 ARROW HWY #E
04.22.2026,260401391,15:32:12 04/22/26,CODE H SUBJ,FOOTHILL BLVD & DAMIEN AVE
04.22.2026,260401395,16:08:32 04/22/26,WELFARE CHECK,4095 FRUIT ST #807
04.22.2026,260401394,16:19:37 04/22/26,TRAFFIC STOP,3175 BOLLING AVE; LAS FLORES PARK
04.22.2026,260401403,16:21:52 04/22/26,470 PC FRAUD,2139 FOOTHILL BLVD; OPEN BOX OUTLET
04.22.2026,260401397,16:51:50 04/22/26,DISTURB CIVIL,2356 BONITA AVE
04.22.2026,260401398,16:59:40 04/22/26,WELFARE CHECK,ARROW HWY & A ST
04.22.2026,260401400,17:26:05 04/22/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
04.22.2026,260401402,19:41:30 04/22/26,TRAFFIC STOP,BONITA AVE & WHITE AVE
04.22.2026,260401404,21:09:29 04/22/26,AREA CHECK,FULTON RD & ARROW HWY
04.22.2026,260401405,21:59:24 04/22/26,TRAFFIC STOP,WHITE AVE & ARROW HWY
04.22.2026,260401406,22:32:07 04/22/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
04.22.2026,260401407,22:39:31 04/22/26,AREA CHECK,1848 BONITA AVE
04.22.2026,260401408,22:54:36 04/22/26,TRAFFIC STOP,WHEELER AVE & YEAGER AVE
04.22.2026,260401411,23:11:33 04/22/26,TRAFFIC STOP,WHITE AVE & COLLEGE LN
04.22.2026,260401413,23:27:20 04/22/26,PDOBS,2400 FOOTHILL BLVD #A; L & L HAWAIIAN BARBECUE
04.23.2025,250401250,01:05:59 04/23/25,BIKE TRAFFIC,WHITE AVE & BONITA AVE
04.23.2025,250401251,02:47:20 04/23/25,DISTURB PERSON,1258 SHADY OAK DR
04.23.2025,250401255,07:05:27 04/23/25,911 INVEST,"X:-117.774768, Y:34.090136"
04.23.2025,250401256,07:10:15 04/23/25,TRAFFIC STOP,ESPERANZA DR & JASMINE CT
04.23.2025,250401257,07:21:22 04/23/25,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD
04.23.2025,250401258,07:32:15 04/23/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
04.23.2025,250401259,07:38:56 04/23/25,ILLEGAL PARKER,4130 BRADFORD ST
04.23.2025,250401260,07:49:37 04/23/25,TRAFFIC ENFORCE,1550 BASELINE RD; LA VERNE HEIGHTS SCHOOL
04.23.2025,250401261,08:01:34 04/23/25,TRAFFIC STOP,1550 BASELINE RD; LA VERNE HEIGHTS SCHOOL
04.23.2025,250401262,08:09:50 04/23/25,TRAFFIC STOP,1550 BASELINE RD; LA VERNE HEIGHTS SCHOOL
04.23.2025,250401263,08:47:59 04/23/25,CITE SIGN OFF,2601 THIRD ST; LOBBY
04.23.2025,250401264,09:09:08 04/23/25,ABAND VEH,4148 BRADFORD ST
04.23.2025,250401267,10:31:14 04/23/25,CITIZEN ASST,3465 D ST;VIA 10-21
04.23.2025,250401266,10:52:53 04/23/25,594PC VANDALISM,3580 D ST; SKATE PARK
04.23.2025,250401268,11:18:39 04/23/25,459PC VEH/BURG,4558 FRUIT ST
04.23.2025,250401269,12:12:07 04/23/25,653M PC,1363 CANYON VIEW DR
04.23.2025,250401271,13:14:20 04/23/25,911 INVEST,2500 DAMIEN AVE; LA VERNE SENIOR VILLAGE APTS
04.23.2025,250401273,13:30:12 04/23/25,SPEEDING VEH,BASELINE RD & FRUIT ST
04.23.2025,250401274,13:44:29 04/23/25,PDOBS,1403 FOOTHILL BLVD # B; BEAUTY TOUCH
04.23.2025,250401275,14:19:45 04/23/25,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE
04.23.2025,250401276,14:25:04 04/23/25,911 INVEST,2269 FOOTHILL BLVD; MCDONALDS
04.23.2025,250401277,14:35:22 04/23/25,ABAND VEH,3811 CHELSEA DR
04.23.2025,250401278,14:41:21 04/23/25,TRAFFIC STOP,3102 D ST; BONITA HIGH SCHOOL
04.23.2025,250401279,14:46:41 04/23/25,PDOBS,1950 FOOTHILL BLVD; EDWARDS THEATER
04.23.2025,250401283,16:17:35 04/23/25,SUSP SUBJ,1580 FOOTHILL BLVD; ROSS
04.23.2025,250401284,16:31:39 04/23/25,TRAFFIC STOP,BONITA AVE & FULTON RD
04.23.2025,250401285,16:36:20 04/23/25,SUSP SUBJ,1580 FOOTHILL BLVD; ROSS
04.23.2025,250401286,16:55:32 04/23/25,TRAFFIC STOP,BONITA AVE & WHITE AVE
04.23.2025,250401288,17:05:04 04/23/25,CITIZEN ASST,1604 FOOTHILL BLVD; VONS GAS ; LOBBY
04.23.2025,250401287,17:05:28 04/23/25,TC INJURY,2229 FOOTHILL BLVD; AMAZON FRESH
04.23.2025,250401289,17:38:21 04/23/25,TRAFFIC STOP,PUDDINGSTONE DR & WRIGHT AVE
04.23.2025,250401290,18:55:45 04/23/25,TRAFFIC STOP,WHITE AVE & ARROW HWY
04.23.2025,250401292,19:16:31 04/23/25,DISTURB SUBJS,2421 FOOTHILL BLVD # 21E
04.23.2025,250401294,20:41:38 04/23/25,SUSP SUBJ,SIERRA WAY & WHITE AVE
04.23.2025,250401295,21:40:40 04/23/25,TRAFFIC STOP,FOOTHILL BLVD & RAMONA AVE
04.23.2025,250401296,23:29:42 04/23/25,SUSP SUBJ,2421 FOOTHILL BLVD; AMBER RIDGE APTS
04.23.2026,260401414,01:09:21 04/23/26,TRAFFIC STOP,WHITE AVE & BONITA AVE
04.23.2026,260401417,01:39:38 04/23/26,PDOBS,2269 FOOTHILL BLVD; MCDONALDS
04.23.2026,260401418,01:46:54 04/23/26,PDOBS,BONITA AVE & I ST
04.23.2026,260401425,03:32:17 04/23/26,PDOBS,2462 FOOTHILL BLVD; TARGET
04.23.2026,260401426,03:50:46 04/23/26,PDOBS,ARROW HWY & WHEELER AVE
04.23.2026,260401428,06:39:22 04/23/26,SUSP SUBJ,2244 FOOTHILL BLVD; CHUZE FITNESS
04.23.2026,260401429,07:04:29 04/23/26,PDOBS,2343 D ST
04.23.2026,260401430,07:29:18 04/23/26,TRAFFIC STOP,FIRST ST & WHITE AVE
04.23.2026,260401431,07:40:13 04/23/26,TRAFFIC STOP,WHITE AVE & BONITA AVE
04.23.2026,260401432,07:56:47 04/23/26,TRAFFIC STOP,WHITE AVE & FIFTH ST
04.23.2026,260401434,07:56:48 04/23/26,TC HR NON INJ,EMERALD AVE & VINEWOOD ST
04.23.2026,260401433,08:00:14 04/23/26,TRAFFIC STOP,SEVENTH ST & WHITE AVE
04.23.2026,260401435,08:10:19 04/23/26,911 INVEST,4525 RAMONA AVE #1
04.23.2026,260401437,08:24:06 04/23/26,TRAFFIC STOP,2090 FOOTHILL BLVD; STATER BROS
04.23.2026,260401440,08:39:25 04/23/26,AREA CHECK,CHELSEA DR & ESSEX AVE
04.23.2026,260401438,08:49:19 04/23/26,TRAFFIC ENFORCE,WHITE AVE & GATE 9
04.23.2026,260401439,08:50:51 04/23/26,TRAFFIC STOP,WHITE AVE & TOWNE CENTER DR
04.23.2026,260401441,09:03:06 04/23/26,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM
04.23.2026,260401442,09:07:40 04/23/26,TRAFFIC STOP,900 BASELINE RD
04.23.2026,260401443,09:12:25 04/23/26,TRAFFIC STOP,900 BASELINE RD
04.23.2026,260401444,09:43:50 04/23/26,911 INVEST,2040 BLOSSOM LN
04.23.2026,260401445,10:00:49 04/23/26,TRAFFIC STOP,COLLEGE LN & WHITE AVE
04.23.2026,260401447,10:11:21 04/23/26,TRAFFIC STOP,ARROW HWY & D ST
04.23.2026,260401448,10:25:55 04/23/26,AREA CHECK,1947 D ST; D STREET SHELL GAS
04.23.2026,260401450,10:38:51 04/23/26,SUSP VEHICLE,POLARIS WAY & ATLANTIC CIR
04.23.2026,260401451,10:54:26 04/23/26,FOOT PATROL,WALNUT ST & B ST
04.23.2026,260401452,10:55:11 04/23/26,SUSP SUBJ,ARROW HWY & FAIRPLEX DR
04.23.2026,260401457,11:06:39 04/23/26,470 PC FRAUD,2139 FOOTHILL BLVD
04.23.2026,260401456,11:41:37 04/23/26,CODE H SUBJ,FOOTHILL BLVD & FRUIT ST
04.23.2026,260401458,13:22:59 04/23/26,TRAFFIC STOP,SECOND ST & D ST
04.23.2026,260401460,13:33:28 04/23/26,TRAFFIC STOP,D ST & TENTH ST
04.23.2026,260401461,13:35:40 04/23/26,TRAFFIC STOP,D ST & BONITA AVE
04.23.2026,260401462,13:48:37 04/23/26,911 INVEST,3945 BRADFORD ST #29
04.23.2026,260401465,15:06:34 04/23/26,TC NON INJURY,2040 THIRD ST
04.23.2026,260401466,15:18:07 04/23/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
04.23.2026,260401470,15:43:36 04/23/26,CODE H SUBJ,WHITE AVE & RR
04.23.2026,260401471,15:47:37 04/23/26,GTA IP/JO,1652 YEAGER AVE
04.23.2026,260401472,15:55:49 04/23/26,TC HR NON INJ,2229 FOOTHILL BLVD #100; KOHLS
04.23.2026,260401474,16:25:28 04/23/26,TC HR NON INJ,2510 FOOTHILL BLVD; REBEL GAS
04.23.2026,260401475,17:59:51 04/23/26,ILLEGAL PARKER,2200 WHEELER AVE; WHEELER PARK
04.23.2026,260401473,18:36:48 04/23/26,WELFARE CHECK,3987 TOPAZ LN
04.23.2026,260401476,19:07:14 04/23/26,TRAFFIC STOP,BONITA AVE & A ST
04.23.2026,260401477,19:41:37 04/23/26,TRAFFIC STOP,WHITE AVE / TOWNE CENTER DR
04.23.2026,260401478,19:50:23 04/23/26,TRAFFIC STOP,"DAM & FOO, LAV, 91750"
04.23.2026,260401479,19:58:23 04/23/26,TRAFFIC STOP,SAN DIMAS CANYON RD & BONITA AVE
04.23.2026,260401480,20:05:15 04/23/26,WELFARE CHECK,2517 FIFTH ST
04.23.2026,260401481,21:13:32 04/23/26,911 INVEST,3561 D ST
04.23.2026,260401482,21:23:14 04/23/26,CITIZEN ASST,1860 D ST
04.23.2026,260401484,22:35:57 04/23/26,PDOBS,WHITE AVE & EIGHTH ST
04.23.2026,260401485,22:40:31 04/23/26,PDOBS,2510 FOOTHILL BLVD; REBEL GAS
04.23.2026,260401486,22:46:59 04/23/26,PDOBS,2315 FOOTHILL BLVD; PANERA BREAD
04.23.2026,260401487,22:48:51 04/23/26,SUSP CIRCS,2090 FOOTHILL BLVD; STATER BROS
04.23.2026,260401488,22:55:31 04/23/26,TRAFFIC STOP,BUTTERFIELD AVE & EVERGREEN ST
04.23.2026,260401489,23:02:18 04/23/26,WELFARE CHECK,2520 SYCAMORE DR
04.23.2026,260401490,23:52:22 04/23/26,PDOBS,2451 FOOTHILL BLVD #E; LOGIC LA VERNE BRZAILIAN JIUJITSU
04.24.2025,250401297,00:11:15 04/24/25,TRAFFIC STOP,EMERALD AVE & LEMONWOOD ST
04.24.2025,250401298,00:21:29 04/24/25,TRAFFIC STOP,BRADFORD ST & AMHERST ST
04.24.2025,250401299,00:31:06 04/24/25,SUSP VEHICLE,2229 FOOTHILL BLVD # 100; KOHLS
04.24.2025,250401300,00:54:00 04/24/25,TRAFFIC STOP,FOOTHILL / GAREY
04.24.2025,250401301,01:17:47 04/24/25,TRAFFIC STOP,SAN DIMAS CANYON RD & BONITA AVE
04.24.2025,250401303,02:36:53 04/24/25,PDOBS,2210 D ST; BEVERAGE HOUSE
04.24.2025,250401304,03:04:58 04/24/25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
04.24.2025,250401305,03:57:21 04/24/25,TRAFFIC STOP,BONITA AVE & FULTON RD
04.24.2025,250401306,04:09:44 04/24/25,TRAFFIC STOP,ARROW HWY & D ST
04.24.2025,250401309,07:51:20 04/24/25,ABANDPROP,4342 MILLER ST
04.24.2025,250405023,08:19:03 04/24/25,THEFT VEHICLE,3814 TURQUOISE LN
04.24.2025,250401310,09:16:55 04/24/25,CITIZEN ASST,2706 SADDLE CREEK CT ; LOBBY
04.24.2025,250401311,10:58:32 04/24/25,DISTURB ROAD,WHITE AVE & SECOND ST
04.24.2025,250401314,11:39:44 04/24/25,AREA CHECK,WHITE AVE & RR
04.24.2025,250401319,12:25:15 04/24/25,470 PC FRAUD,3945 BRADFORD ST # 73
04.24.2025,250401321,13:15:16 04/24/25,CITIZEN ASST,2298 FOOTHILL BLVD # A; THE VITAMIN SHOPPE
04.24.2025,250401325,14:10:03 04/24/25,911 INVEST,1915 THIRD ST; ULV WOODY HALL
04.24.2025,250401328,15:11:52 04/24/25,487 PC,3960 FRUIT ST; LUTHERAN HIGH SCHOOL
04.24.2025,250401329,15:52:25 04/24/25,911 INVEST,6424 WHEELER AVE
04.24.2025,250401333,16:08:00 04/24/25,ANIMAL BITE RPT,2269 FOOTHILL BLVD; MCDONALDS
04.24.2025,250401332,16:20:40 04/24/25,CITIZEN ASST,4674 CATALINA AVE ; LOBBY
04.24.2025,250401334,16:42:28 04/24/25,CODE H SUBJ,3355 WHITE AVE; POST OFFICE
04.24.2025,250405024,18:25:39 04/24/25,PETTY THEFT RPT,4535 RAMONA AVE
04.24.2025,250401337,19:29:21 04/24/25,PDOBS,LA VERNE SPORTS PARK
04.24.2025,250401341,20:46:22 04/24/25,TRAFFIC STOP,FRUIT / BASELINE
04.24.2025,250401342,21:01:11 04/24/25,PETTY THEFT RPT,2090 FOOTHILL BLVD; STATER BROS
04.24.2025,250401343,21:31:50 04/24/25,TRAFFIC STOP,FRUIT ST & AMHERST ST
04.24.2025,250401344,21:40:48 04/24/25,TRAFFIC STOP,2421 FOOTHILL BLVD; AMBER RIDGE APTS
04.24.2025,250401346,21:48:17 04/24/25,SUSP SUBJ,1366 ALDERSGATE DR
04.24.2025,250401345,21:50:26 04/24/25,TRAFFIC STOP,FOOTHILL BLVD & FRUIT ST
04.24.2025,250401347,22:32:04 04/24/25,SUSP SUBJ,BONITA AVE & WHEELER AVE
04.24.2025,250401348,22:40:06 04/24/25,DISTURB MUSIC,2136 THIRD ST; TABERNA INC
04.24.2025,250401350,23:44:52 04/24/25,AREA CHECK,2283 FIRST ST
04.24.2026,260401491,00:10:29 04/24/26,PDOBS,2497 FOOTHILL BLVD; TRANQUIL NAIL
04.24.2026,260401492,00:17:43 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & FALCON ST
04.24.2026,260401493,00:20:45 04/24/26,PDOBS,ARROW HWY & CARRION RD
04.24.2026,260401494,00:37:55 04/24/26,ASSIST AGENCY,490 W MISSION BLVD
04.24.2026,260401495,00:47:18 04/24/26,PDOBS,1502 FOOTHILL BLVD #103; POSTALANNEX
04.24.2026,260401496,00:51:18 04/24/26,TRAFFIC STOP,ARROW HWY & WHEELER AVE
04.24.2026,260401497,01:08:23 04/24/26,TRAFFIC STOP,WHITE AVE / FOOTHILL BLVD
04.24.2026,260401499,02:12:09 04/24/26,PDOBS,5400 WHEELER AVE; OAK MESA PARK
04.24.2026,260401501,02:51:35 04/24/26,TRAFFIC STOP,ARROW HWY & WHITE AVE
04.24.2026,260401502,03:37:17 04/24/26,BIKE TRAFFIC,ARROW HWY & FAIRPLEX DR
04.24.2026,260401503,03:57:44 04/24/26,TRAFFIC STOP,F ST & BONITA AVE
04.24.2026,260401504,04:03:04 04/24/26,PDOBS,2400 FOOTHILL BLVD #D; CIELO MIO SPA
04.24.2026,260401505,04:14:01 04/24/26,PDOBS,DURWOOD WY / WHITE AVE
04.24.2026,260401506,04:31:54 04/24/26,PDOBS,1090 FOOTHILL BLVD; JACK IN THE BOX
04.24.2026,260401507,04:57:13 04/24/26,AREA CHECK,SECOND ST & B ST
04.24.2026,260401508,07:42:26 04/24/26,TRAFFIC STOP,BONITA AVE & D ST
04.24.2026,260401509,07:57:19 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE
04.24.2026,260401510,08:06:17 04/24/26,PDOBS,1275 FOOTHILL BLVD; LA FITNESS
04.24.2026,260401511,08:08:27 04/24/26,TRAFFIC STOP,THIRD ST & WHITE AVE
04.24.2026,260401512,08:19:04 04/24/26,PETTY THEFT RPT,2219 FIFTH ST
04.24.2026,260401513,08:50:58 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & FALCON ST
04.24.2026,260401514,08:55:09 04/24/26,TRAFFIC STOP,EMERALD AVE & ORANGEWOOD ST
04.24.2026,260401515,09:02:30 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & FALCON ST
04.24.2026,260401516,09:11:06 04/24/26,CODE H SUBJ,1234 ARROW HWY
04.24.2026,260401519,09:30:39 04/24/26,TRAFFIC STOP,2100 FOOTHILL BLVD
04.24.2026,260401520,09:36:15 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & BRADFORD ST
04.24.2026,260401521,09:41:11 04/24/26,AREA CHECK,6880 ORIOLE AVE
04.24.2026,260401522,09:47:38 04/24/26,CODE H SUBJ,3355 WHITE AVE; POST OFFICE
04.24.2026,260401523,09:58:32 04/24/26,TRAFFIC STOP,FOOTHILL / GARY
04.24.2026,260401524,10:05:52 04/24/26,TRAFFIC STOP,2315 FOOTHILL BLVD; PANERA BREAD
04.24.2026,260401525,10:15:21 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & FALCON ST
04.24.2026,260401526,10:29:23 04/24/26,CODE H SUBJ,1479 FOOTHILL BLVD; CVS
04.24.2026,260401527,10:41:47 04/24/26,CODE H SUBJ,1950 FOOTHILL BLVD; EDWARDS THEATER
04.24.2026,260401528,10:56:24 04/24/26,TRAFFIC STOP,BONITA AVE & I ST
04.24.2026,260401529,11:01:30 04/24/26,SUSP SUBJ,FOOTHILL BLVD & TOWNE CENTER DR
04.24.2026,260401530,11:03:10 04/24/26,TRAFFIC STOP,2416 FOOTHILL BLVD #A; BLAZE PIZZA
04.24.2026,260401531,11:06:56 04/24/26,SUSP CIRCS,1535 VIA ARROYO
04.24.2026,260401532,11:14:06 04/24/26,TRAFFIC STOP,FOOTHILL BLVD & WILLIAMS AVE
04.24.2026,260401533,11:23:14 04/24/26,CITIZEN ASST,1701 EARHART CT; LOBBY
04.24.2026,260401535,11:36:16 04/24/26,SUSP SUBJ,3680 D ST; COMMUNITY CENTER
04.24.2026,260401534,11:42:36 04/24/26,SUSP SUBJ,WHEELER AVE & SHERWOOD DR
04.24.2026,260401536,12:03:47 04/24/26,911 INVEST,3800 BRADFORD ST #205
04.24.2026,260401538,12:49:50 04/24/26,SHOPLIFTER IC,2462 FOOTHILL BLVD; TARGET
04.24.2026,260401540,13:23:23 04/24/26,SUSP SUBJ,ARROW HWY & WHITE AVE
04.24.2026,260401541,14:02:39 04/24/26,911 INVEST,1554 THIRD ST
04.24.2026,260401546,14:36:28 04/24/26,CITIZEN ASST,3800 BRADFORD ST #259; VIA 10-21
04.24.2026,260401543,14:48:11 04/24/26,ILLEGAL PARKER,1900 CLEAR FALLS AVE
04.24.2026,260401544,16:22:11 04/24/26,WELFARE CHECK,SIXTH ST & WHITE AVE
04.24.2026,260401549,16:29:50 04/24/26,470 PC FRAUD,2315 BELLA COLINA; LOBBY
04.24.2026,260401545,16:52:48 04/24/26,SUSP CIRCS,1998 CRAIG WAY
04.24.2026,260401547,17:00:45 04/24/26,FOUND PROP,LAS FLORES PARK; LOBBY
04.24.2026,260401548,17:02:30 04/24/26,FOUND PROP,2061 THIRD ST; LOBBY
04.24.2026,260401550,18:43:20 04/24/26,AREA CHECK,2219 PATTIGLEN AVE
04.24.2026,260401551,19:16:26 04/24/26,CITIZEN ASST,2406 DEL PRADO;LOBBY
04.24.2026,260401553,19:47:33 04/24/26,CODE H SUBJ,2600 WHITE AVE; LIGHTHOUSE BAPTIST CHURCH
04.24.2026,260401554,20:30:24 04/24/26,AREA CHECK,5400 WHEELER AVE; OAK MESA PARK
04.24.2026,260401555,21:14:18 04/24/26,TRAFFIC STOP,D ST & FOOTHILL BLVD
04.24.2026,260401556,21:22:01 04/24/26,DISTURB MUSIC,7192 VISTA DE ORO
04.24.2026,260401557,21:57:32 04/24/26,ILLEGAL PARKER,MIRAMONTE DR & SIERRA WAY
04.24.2026,260401558,22:29:13 04/24/26,TRAFFIC STOP,WHITE AVE & BONITA AVE
04.24.2026,260401559,22:37:24 04/24/26,DISTURB SUBJS,MIRAMONTE DR & SIERRA WAY
04.24.2026,260401560,23:09:04 04/24/26,911 INVEST,3800 BRADFORD ST #26
04.24.2026,260401561,23:21:56 04/24/26,DISTURB PERSON,FOOTHILL BLVD & WHITE AVE
04.24.2026,260401563,23:30:06 04/24/26,DISTURB MUSIC,1204 FOOTHILL BLVD; GRILL HOUSE
04.24.2026,260401562,23:41:40 04/24/26,PDOBS,2416 FOOTHILL BLVD #A; BLAZE PIZZA
04.24.2026,260401564,23:51:26 04/24/26,TRAFFIC STOP,AMHERST ST & FRUIT ST
04.25.2025,250401351,01:12:08 04/25/25,CODE H SUBJ,2600 FOOTHILL BLVD
04.25.2025,250401353,05:45:31 04/25/25,SUSP CIRCS,ESPERANZA DR & GOLDEN HILLS RD
04.25.2025,250401355,07:50:57 04/25/25,911 INVEST,EMERALD AVE & BOWDOIN ST
04.25.2025,250401357,08:32:51 04/25/25,CODE H SUBJ,3102 D ST; BONITA HIGH SCHOOL
04.25.2025,250401358,08:35:39 04/25/25,SPEEDING VEH,ARROW HWY & FAIRPLEX DR
04.25.2025,250401361,10:46:56 04/25/25,487 PC,7022 WHEELER AVE;LOBBY
04.25.2025,250401360,10:52:21 04/25/25,911 INVEST,1615 MCKINLEY AVE; BRACKETT AIRPORT
04.25.2025,250401362,11:07:12 04/25/25,470 PC FRAUD,2717 ARROW HWY # 88
04.25.2025,250401363,11:23:53 04/25/25,CITIZEN ASST,1487 VIA CORONA
04.25.2025,250401364,12:02:36 04/25/25,SUSP SUBJ,3620 WILLIAMS AVE
04.25.2025,250401365,13:08:41 04/25/25,SPEEDING VEH,FOOTHILL BLVD & WHEELER AVE
04.25.2025,250401366,13:37:31 04/25/25,TC INJURY,DAMIEN AVE & BALSA CIR
04.25.2025,250401367,14:04:52 04/25/25,SPEEDING VEH,BASELINE RD & WHEELER AVE
04.25.2025,250401369,14:48:02 04/25/25,911 INVEST,1334 FOOTHILL BLVD
04.25.2025,250401370,14:50:23 04/25/25,ABANDPROP,2332 TRICKLING CREEK DR
04.25.2025,250401371,15:34:56 04/25/25,TC HR NON INJ,1504 VIA CORONA
04.25.2025,250401372,16:16:21 04/25/25,PETTY THEFT,2229 FOOTHILL BLVD; AMAZON FRESH
04.25.2025,250401374,16:18:17 04/25/25,IDENTITY THEFT,1872 FIRST ST;VIA 10-21
04.25.2025,250401373,16:22:50 04/25/25,CODE H SUBJ,2105 FOOTHILL BLVD # E; PORCHES PLACES
04.25.2025,250401375,16:43:23 04/25/25,WELFARE CHECK,2576 SIXTH ST
04.25.2025,250401381,19:24:37 04/25/25,DISTURB MUSIC,1301 BONITA AVE
04.25.2025,250401382,19:57:01 04/25/25,DISTURB PERSON,1600 FOOTHILL BLVD; VONS
04.25.2025,250401383,20:11:16 04/25/25,TRAFFIC STOP,DRAKE AND GAREY
04.25.2025,250401384,20:40:44 04/25/25,TRAFFIC STOP,BONITA AVE & SEDALIA AVE
04.25.2025,250401387,22:15:17 04/25/25,AREA CHECK,BONITA AVE & DAMIEN AVE
04.25.2025,250401388,22:43:02 04/25/25,TRAFFIC STOP,D ST & ELEVENTH ST
04.25.2025,250401389,23:20:36 04/25/25,TRAFFIC STOP,FOOTHILL AND GAREY
04.25.2025,250401390,23:21:30 04/25/25,DISTURB SUBJS,2488 FOOTHILL BLVD # D; BROKEN YOLK CAFE
04.25.2026,260401565,00:01:21 04/25/26,TRAFFIC STOP,FRUIT ST & IS210
04.25.2026,260401567,00:11:22 04/25/26,SUSP SUBJ,5069 WHEELER AVE
04.25.2026,260401566,00:12:09 04/25/26,PDOBS,2510 FOOTHILL BLVD; REBEL GAS
04.25.2026,260401568,00:47:16 04/25/26,PDOBS,2462 FOOTHILL BLVD; TARGET
04.25.2026,260401570,01:07:04 04/25/26,TRAFFIC STOP,ARROW HWY & E ST
04.25.2026,260401571,01:18:06 04/25/26,BIKE TRAFFIC,THIRD ST & B ST
04.25.2026,260401573,02:13:37 04/25/26,PDOBS,2355 ARROW HWY; METRO GOLD LINE STATION
04.25.2026,260401576,02:39:43 04/25/26,PDOBS,2244 FOOTHILL BLVD; CHUZE FITNESS
04.25.2026,260401577,06:37:53 04/25/26,459PC BURGLARY,2418 FOOTHILL BLVD #B; BANFIELD PET HOSPITAL
04.25.2026,260401578,07:48:06 04/25/26,DISTURB PERSON,1505 HOLLY OAK ST; PELOTA PARK
04.25.2026,260401581,10:46:17 04/25/26,AREA CHECK,2715 E ST; ROYNON SCHOOL
04.25.2026,260401583,11:21:09 04/25/26,DISTURB PERSON,ARROW HWY & D ST
04.25.2026,260401585,11:33:05 04/25/26,CODE H SUBJ,1479 FOOTHILL BLVD; CVS
04.25.2026,260401587,11:57:43 04/25/26,WELFARE CHECK,3062 WINFIELD AVE
04.25.2026,260401588,12:24:30 04/25/26,CODE H SUBJ,1640 WHITE AVE
